learning_path,module,unit,source_url,markdown_path,metadata_path,raw_html_path
Get started with AI applications and agents on Azure,Get started with generative AI and agents in Azure,Using a generative AI model,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/3-using-generative-ai-models/,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/03_3-using-generative-ai-models.md,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/03_3-using-generative-ai-models.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/raw/03_3-using-generative-ai-models.html
Get started with AI applications and agents on Azure,Get started with generative AI and agents in Azure,Creating an agent,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/4-creating-an-agent/,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/04_4-creating-an-agent.md,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/04_4-creating-an-agent.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/raw/04_4-creating-an-agent.html
Get started with AI applications and agents on Azure,Get started with generative AI and agents in Azure,Exercise - Get started with generative AI and agents in Microsoft Foundry,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/6-exercise/,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/05_6-exercise.md,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/05_6-exercise.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/raw/05_6-exercise.html
Get started with AI applications and agents on Azure,Get started with generative AI and agents in Azure,Knowledge check,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/7-knowledge-check/,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/06_7-knowledge-check.md,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/06_7-knowledge-check.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/raw/06_7-knowledge-check.html
Get started with AI applications and agents on Azure,Get started with generative AI and agents in Azure,Summary,https://learn.microsoft.com/en-us/training/modules/get-started-with-generative-ai-and-agents/8-summary/,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/07_8-summary.md,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/07_8-summary.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/02_get-started-with-generative-ai-and-agents-in-azure/raw/07_8-summary.html
Get started with AI applications and agents on Azure,Get started with text analysis in Azure,Introduction,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/1-introduction/,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/01_1-introduction.md,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/01_1-introduction.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/raw/01_1-introduction.html
Get started with AI applications and agents on Azure,Get started with text analysis in Azure,Understand text analysis in Foundry,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/2-azure-language/,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/02_2-azure-language.md,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/02_2-azure-language.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/raw/02_2-azure-language.html
Get started with AI applications and agents on Azure,Get started with text analysis in Azure,Create a client application that analyzes text,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/3-language-sdk/,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/03_3-language-sdk.md,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/03_3-language-sdk.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/raw/03_3-language-sdk.html
Get started with AI applications and agents on Azure,Get started with text analysis in Azure,Use Azure Language with an agent,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/4-language-mcp/,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/04_4-language-mcp.md,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/04_4-language-mcp.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/raw/04_4-language-mcp.html
Get started with AI applications and agents on Azure,Get started with text analysis in Azure,Exercise - Get started with text analysis in Microsoft Foundry,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/5-exercise/,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/05_5-exercise.md,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/05_5-exercise.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/raw/05_5-exercise.html
Get started with AI applications and agents on Azure,Get started with text analysis in Azure,Module assessment,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/6-knowledge-check/,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/06_6-knowledge-check.md,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/06_6-knowledge-check.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/raw/06_6-knowledge-check.html
Get started with AI applications and agents on Azure,Get started with text analysis in Azure,Summary,https://learn.microsoft.com/en-us/training/modules/get-started-text-analysis-azure/7-summary/,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/07_7-summary.md,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/07_7-summary.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/03_get-started-with-text-analysis-in-azure/raw/07_7-summary.html
Get started with AI applications and agents on Azure,Get started with speech in Azure,Introduction,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/1-introduction/,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/01_1-introduction.md,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/01_1-introduction.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/raw/01_1-introduction.html
Get started with AI applications and agents on Azure,Get started with speech in Azure,Speech recognition,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/2-speech-recognition/,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/02_2-speech-recognition.md,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/02_2-speech-recognition.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/raw/02_2-speech-recognition.html
Get started with AI applications and agents on Azure,Get started with speech in Azure,Speech synthesis,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/3-speech-synthesis/,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/03_3-speech-synthesis.md,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/03_3-speech-synthesis.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/raw/03_3-speech-synthesis.html
Get started with AI applications and agents on Azure,Get started with speech in Azure,Creating a speech-capable agent,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/4-voice-live/,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/04_4-voice-live.md,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/04_4-voice-live.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/raw/04_4-voice-live.html
Get started with AI applications and agents on Azure,Get started with speech in Azure,Exercise - Get started with speech in Microsoft Foundry,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/5-exercise/,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/05_5-exercise.md,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/05_5-exercise.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/raw/05_5-exercise.html
Get started with AI applications and agents on Azure,Get started with speech in Azure,Module assessment,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/6-knowledge-check/,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/06_6-knowledge-check.md,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/06_6-knowledge-check.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/raw/06_6-knowledge-check.html
Get started with AI applications and agents on Azure,Get started with speech in Azure,Summary,https://learn.microsoft.com/en-us/training/modules/get-started-speech-azure/7-summary/,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/07_7-summary.md,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/07_7-summary.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/04_get-started-with-speech-in-azure/raw/07_7-summary.html
Get started with AI applications and agents on Azure,Get started with computer vision in Azure,Introduction,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/1-introduction/,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/01_1-introduction.md,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/01_1-introduction.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/raw/01_1-introduction.html
Get started with AI applications and agents on Azure,Get started with computer vision in Azure,Multimodal models for image analysis,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/2-vision-enabled-models/,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/02_2-vision-enabled-models.md,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/02_2-vision-enabled-models.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/raw/02_2-vision-enabled-models.html
Get started with AI applications and agents on Azure,Get started with computer vision in Azure,Image generation models,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/3-image-generation/,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/03_3-image-generation.md,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/03_3-image-generation.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/raw/03_3-image-generation.html
Get started with AI applications and agents on Azure,Get started with computer vision in Azure,Video generation models,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/4-video-generation/,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/04_4-video-generation.md,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/04_4-video-generation.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/raw/04_4-video-generation.html
Get started with AI applications and agents on Azure,Get started with computer vision in Azure,Exercise - Get started with computer vision in Microsoft Foundry,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/5-exercise/,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/05_5-exercise.md,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/05_5-exercise.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/raw/05_5-exercise.html
Get started with AI applications and agents on Azure,Get started with computer vision in Azure,Module assessment,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/6-knowledge-check/,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/06_6-knowledge-check.md,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/06_6-knowledge-check.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/raw/06_6-knowledge-check.html
Get started with AI applications and agents on Azure,Get started with computer vision in Azure,Summary,https://learn.microsoft.com/en-us/training/modules/get-started-vision-azure/7-summary/,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/07_7-summary.md,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/07_7-summary.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/05_get-started-with-computer-vision-in-azure/raw/07_7-summary.html
Get started with AI applications and agents on Azure,Get started with AI-powered information extraction in Azure,Introduction,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/1-introduction/,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/01_1-introduction.md,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/01_1-introduction.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/raw/01_1-introduction.html
Get started with AI applications and agents on Azure,Get started with AI-powered information extraction in Azure,Extract information from documents,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/2-documents/,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/02_2-documents.md,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/02_2-documents.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/raw/02_2-documents.html
Get started with AI applications and agents on Azure,Get started with AI-powered information extraction in Azure,Extract information from audio and video,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/3-audio-video/,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/03_3-audio-video.md,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/03_3-audio-video.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/raw/03_3-audio-video.html
Get started with AI applications and agents on Azure,Get started with AI-powered information extraction in Azure,Exercise - Get started with information extraction in Microsoft Foundry,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/4-exercise/,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/04_4-exercise.md,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/04_4-exercise.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/raw/04_4-exercise.html
Get started with AI applications and agents on Azure,Get started with AI-powered information extraction in Azure,Module assessment,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/5-knowledge-check/,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/05_5-knowledge-check.md,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/05_5-knowledge-check.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/raw/05_5-knowledge-check.html
Get started with AI applications and agents on Azure,Get started with AI-powered information extraction in Azure,Summary,https://learn.microsoft.com/en-us/training/modules/get-started-information-extraction/6-summary/,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/06_6-summary.md,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/06_6-summary.metadata.json,02_get-started-with-ai-applications-and-agents-on-azure/06_get-started-with-ai-powered-information-extraction-in-azure/raw/06_6-summary.html
